Data		Hora       Temp_atual	Temp_med	Temp_min	Temp_max      Umi_atual     Umi_med     Umi_min     Umi_max
02/10/2024	19:26:13    28.05 °C	 27.44 °C	25.15 °C	 130.00 °C     49.22 RH      44.81 RH    40.76 RH    100.00 RH   
02/10/2024	19:26:18    28.04 °C	 27.44 °C	25.15 °C	 130.00 °C     49.19 RH      44.81 RH    40.76 RH    100.00 RH   
02/10/2024	19:26:23    28.01 °C	 27.44 °C	25.15 °C	 130.00 °C     49.18 RH      44.82 RH    40.76 RH    100.00 RH   
02/10/2024	19:26:28    28.04 °C	 27.44 °C	25.15 °C	 130.00 °C     49.20 RH      44.82 RH    40.76 RH    100.00 RH   
02/10/2024	19:26:33    28.04 °C	 27.44 °C	25.15 °C	 130.00 °C     49.19 RH      44.82 RH    40.76 RH    100.00 RH   
02/10/2024	19:26:38    28.03 °C	 27.44 °C	25.15 °C	 130.00 °C     49.23 RH      44.82 RH    40.76 RH    100.00 RH   
02/10/2024	19:26:43    28.03 °C	 27.44 °C	25.15 °C	 130.00 °C     49.30 RH      44.82 RH    40.76 RH    100.00 RH   
02/10/2024	19:26:48    28.05 °C	 27.44 °C	25.15 °C	 130.00 °C     49.28 RH      44.82 RH    40.76 RH    100.00 RH   
02/10/2024	19:26:53    28.04 °C	 27.44 °C	25.15 °C	 130.00 °C     49.29 RH      44.82 RH    40.76 RH    100.00 RH   
02/10/2024	19:26:58    28.03 °C	 27.44 °C	25.15 °C	 130.00 °C     49.34 RH      44.83 RH    40.76 RH    100.00 RH   
02/10/2024	19:27:03    28.04 °C	 27.44 °C	25.15 °C	 130.00 °C     49.34 RH      44.83 RH    40.76 RH    100.00 RH   
02/10/2024	19:27:08    28.03 °C	 27.44 °C	25.15 °C	 130.00 °C     49.34 RH      44.83 RH    40.76 RH    100.00 RH   
02/10/2024	19:27:13    28.05 °C	 27.44 °C	25.15 °C	 130.00 °C     49.34 RH      44.83 RH    40.76 RH    100.00 RH   
02/10/2024	19:27:18    28.04 °C	 27.44 °C	25.15 °C	 130.00 °C     49.30 RH      44.83 RH    40.76 RH    100.00 RH   
02/10/2024	19:27:23    28.03 °C	 27.44 °C	25.15 °C	 130.00 °C     49.33 RH      44.83 RH    40.76 RH    100.00 RH   
02/10/2024	19:27:28    28.04 °C	 27.44 °C	25.15 °C	 130.00 °C     49.32 RH      44.83 RH    40.76 RH    100.00 RH   
02/10/2024	19:27:33    28.01 °C	 27.44 °C	25.15 °C	 130.00 °C     49.30 RH      44.84 RH    40.76 RH    100.00 RH   
02/10/2024	19:27:38    28.05 °C	 27.44 °C	25.15 °C	 130.00 °C     49.34 RH      44.84 RH    40.76 RH    100.00 RH   
02/10/2024	19:27:43    28.05 °C	 27.44 °C	25.15 °C	 130.00 °C     49.40 RH      44.84 RH    40.76 RH    100.00 RH   
02/10/2024	19:27:48    28.03 °C	 27.44 °C	25.15 °C	 130.00 °C     49.37 RH      44.84 RH    40.76 RH    100.00 RH   
02/10/2024	19:27:53    28.03 °C	 27.44 °C	25.15 °C	 130.00 °C     49.44 RH      44.84 RH    40.76 RH    100.00 RH   
02/10/2024	19:27:58    28.05 °C	 27.44 °C	25.15 °C	 130.00 °C     49.45 RH      44.84 RH    40.76 RH    100.00 RH   
02/10/2024	19:28:03    28.04 °C	 27.44 °C	25.15 °C	 130.00 °C     49.46 RH      44.84 RH    40.76 RH    100.00 RH   
02/10/2024	19:28:08    28.05 °C	 27.44 °C	25.15 °C	 130.00 °C     49.38 RH      44.85 RH    40.76 RH    100.00 RH   
02/10/2024	19:28:13    28.03 °C	 27.44 °C	25.15 °C	 130.00 °C     49.42 RH      44.85 RH    40.76 RH    100.00 RH   
02/10/2024	19:28:18    28.04 °C	 27.44 °C	25.15 °C	 130.00 °C     49.41 RH      44.85 RH    40.76 RH    100.00 RH   
02/10/2024	19:28:23    28.04 °C	 27.44 °C	25.15 °C	 130.00 °C     49.45 RH      44.85 RH    40.76 RH    100.00 RH   
02/10/2024	19:28:28    28.03 °C	 27.44 °C	25.15 °C	 130.00 °C     49.47 RH      44.85 RH    40.76 RH    100.00 RH   
02/10/2024	19:28:33    28.04 °C	 27.45 °C	25.15 °C	 130.00 °C     49.46 RH      44.85 RH    40.76 RH    100.00 RH   
02/10/2024	19:28:38    28.03 °C	 27.45 °C	25.15 °C	 130.00 °C     49.42 RH      44.85 RH    40.76 RH    100.00 RH   
02/10/2024	19:28:44    28.01 °C	 27.45 °C	25.15 °C	 130.00 °C     49.42 RH      44.86 RH    40.76 RH    100.00 RH   
02/10/2024	19:28:49    28.03 °C	 27.45 °C	25.15 °C	 130.00 °C     49.42 RH      44.86 RH    40.76 RH    100.00 RH   
02/10/2024	19:28:54    28.04 °C	 27.45 °C	25.15 °C	 130.00 °C     49.37 RH      44.86 RH    40.76 RH    100.00 RH   
02/10/2024	19:28:59    28.03 °C	 27.45 °C	25.15 °C	 130.00 °C     49.39 RH      44.86 RH    40.76 RH    100.00 RH   
02/10/2024	19:29:04    28.03 °C	 27.45 °C	25.15 °C	 130.00 °C     49.42 RH      44.86 RH    40.76 RH    100.00 RH   
02/10/2024	19:29:09    28.04 °C	 27.45 °C	25.15 °C	 130.00 °C     49.43 RH      44.86 RH    40.76 RH    100.00 RH   
02/10/2024	19:29:14    28.04 °C	 27.45 °C	25.15 °C	 130.00 °C     49.45 RH      44.86 RH    40.76 RH    100.00 RH   
02/10/2024	19:29:19    28.07 °C	 27.45 °C	25.15 °C	 130.00 °C     49.47 RH      44.87 RH    40.76 RH    100.00 RH   
02/10/2024	19:29:24    28.03 °C	 27.45 °C	25.15 °C	 130.00 °C     49.46 RH      44.87 RH    40.76 RH    100.00 RH   
02/10/2024	19:29:29    28.03 °C	 27.45 °C	25.15 °C	 130.00 °C     49.42 RH      44.87 RH    40.76 RH    100.00 RH   
02/10/2024	19:29:34    28.04 °C	 27.45 °C	25.15 °C	 130.00 °C     49.41 RH      44.87 RH    40.76 RH    100.00 RH   
02/10/2024	19:29:39    28.07 °C	 27.45 °C	25.15 °C	 130.00 °C     49.49 RH      44.87 RH    40.76 RH    100.00 RH   
02/10/2024	19:29:44    28.04 °C	 27.45 °C	25.15 °C	 130.00 °C     49.41 RH      44.87 RH    40.76 RH    100.00 RH   
02/10/2024	19:29:49    28.03 °C	 27.45 °C	25.15 °C	 130.00 °C     49.41 RH      44.87 RH    40.76 RH    100.00 RH   
02/10/2024	19:29:54    28.04 °C	 27.45 °C	25.15 °C	 130.00 °C     49.38 RH      44.88 RH    40.76 RH    100.00 RH   
02/10/2024	19:29:59    28.05 °C	 27.45 °C	25.15 °C	 130.00 °C     49.40 RH      44.88 RH    40.76 RH    100.00 RH   
02/10/2024	19:30:04    28.04 °C	 27.45 °C	25.15 °C	 130.00 °C     49.33 RH      44.88 RH    40.76 RH    100.00 RH   
02/10/2024	19:30:09    28.04 °C	 27.45 °C	25.15 °C	 130.00 °C     49.37 RH      44.88 RH    40.76 RH    100.00 RH   
02/10/2024	19:30:14    28.03 °C	 27.45 °C	25.15 °C	 130.00 °C     49.37 RH      44.88 RH    40.76 RH    100.00 RH   
02/10/2024	19:30:19    28.03 °C	 27.45 °C	25.15 °C	 130.00 °C     49.34 RH      44.88 RH    40.76 RH    100.00 RH   
02/10/2024	19:30:24    28.04 °C	 27.45 °C	25.15 °C	 130.00 °C     49.34 RH      44.88 RH    40.76 RH    100.00 RH   
02/10/2024	19:30:29    28.03 °C	 27.45 °C	25.15 °C	 130.00 °C     49.30 RH      44.89 RH    40.76 RH    100.00 RH   
02/10/2024	19:30:34    28.04 °C	 27.45 °C	25.15 °C	 130.00 °C     49.32 RH      44.89 RH    40.76 RH    100.00 RH   
02/10/2024	19:30:39    28.04 °C	 27.45 °C	25.15 °C	 130.00 °C     49.34 RH      44.89 RH    40.76 RH    100.00 RH   
02/10/2024	19:30:44    28.03 °C	 27.45 °C	25.15 °C	 130.00 °C     49.35 RH      44.89 RH    40.76 RH    100.00 RH   
02/10/2024	19:30:49    28.04 °C	 27.45 °C	25.15 °C	 130.00 °C     49.36 RH      44.89 RH    40.76 RH    100.00 RH   
02/10/2024	19:30:54    28.05 °C	 27.45 °C	25.15 °C	 130.00 °C     49.33 RH      44.89 RH    40.76 RH    100.00 RH   
02/10/2024	19:30:59    28.03 °C	 27.45 °C	25.15 °C	 130.00 °C     49.34 RH      44.89 RH    40.76 RH    100.00 RH   
02/10/2024	19:31:04    28.05 °C	 27.45 °C	25.15 °C	 130.00 °C     49.36 RH      44.90 RH    40.76 RH    100.00 RH   
02/10/2024	19:31:09    28.04 °C	 27.45 °C	25.15 °C	 130.00 °C     49.36 RH      44.90 RH    40.76 RH    100.00 RH   
02/10/2024	19:31:14    28.04 °C	 27.45 °C	25.15 °C	 130.00 °C     49.38 RH      44.90 RH    40.76 RH    100.00 RH   
02/10/2024	19:31:19    28.03 °C	 27.45 °C	25.15 °C	 130.00 °C     49.41 RH      44.90 RH    40.76 RH    100.00 RH   
02/10/2024	19:31:24    28.05 °C	 27.45 °C	25.15 °C	 130.00 °C     49.37 RH      44.90 RH    40.76 RH    100.00 RH   
02/10/2024	19:31:29    28.04 °C	 27.45 °C	25.15 °C	 130.00 °C     49.36 RH      44.90 RH    40.76 RH    100.00 RH   
02/10/2024	19:31:34    28.04 °C	 27.45 °C	25.15 °C	 130.00 °C     49.34 RH      44.90 RH    40.76 RH    100.00 RH   
02/10/2024	19:31:39    28.04 °C	 27.45 °C	25.15 °C	 130.00 °C     49.34 RH      44.90 RH    40.76 RH    100.00 RH   
02/10/2024	19:31:44    28.03 °C	 27.45 °C	25.15 °C	 130.00 °C     49.37 RH      44.91 RH    40.76 RH    100.00 RH   
02/10/2024	19:31:49    28.03 °C	 27.45 °C	25.15 °C	 130.00 °C     49.33 RH      44.91 RH    40.76 RH    100.00 RH   
02/10/2024	19:31:54    28.04 °C	 27.45 °C	25.15 °C	 130.00 °C     49.29 RH      44.91 RH    40.76 RH    100.00 RH   
02/10/2024	19:31:59    28.05 °C	 27.45 °C	25.15 °C	 130.00 °C     49.32 RH      44.91 RH    40.76 RH    100.00 RH   
02/10/2024	19:32:04    28.05 °C	 27.45 °C	25.15 °C	 130.00 °C     49.32 RH      44.91 RH    40.76 RH    100.00 RH   
02/10/2024	19:32:09    28.04 °C	 27.45 °C	25.15 °C	 130.00 °C     49.34 RH      44.91 RH    40.76 RH    100.00 RH   
02/10/2024	19:32:14    28.03 °C	 27.45 °C	25.15 °C	 130.00 °C     49.30 RH      44.91 RH    40.76 RH    100.00 RH   
02/10/2024	19:32:19    28.04 °C	 27.45 °C	25.15 °C	 130.00 °C     49.36 RH      44.92 RH    40.76 RH    100.00 RH   
02/10/2024	19:32:24    28.05 °C	 27.45 °C	25.15 °C	 130.00 °C     49.36 RH      44.92 RH    40.76 RH    100.00 RH   
02/10/2024	19:32:29    28.04 °C	 27.45 °C	25.15 °C	 130.00 °C     49.34 RH      44.92 RH    40.76 RH    100.00 RH   
02/10/2024	19:32:34    28.04 °C	 27.45 °C	25.15 °C	 130.00 °C     49.36 RH      44.92 RH    40.76 RH    100.00 RH   
02/10/2024	19:32:39    28.04 °C	 27.45 °C	25.15 °C	 130.00 °C     49.39 RH      44.92 RH    40.76 RH    100.00 RH   
02/10/2024	19:32:44    28.01 °C	 27.45 °C	25.15 °C	 130.00 °C     49.38 RH      44.92 RH    40.76 RH    100.00 RH   
02/10/2024	19:32:49    28.04 °C	 27.45 °C	25.15 °C	 130.00 °C     49.37 RH      44.92 RH    40.76 RH    100.00 RH   
02/10/2024	19:32:54    28.04 °C	 27.45 °C	25.15 °C	 130.00 °C     49.37 RH      44.93 RH    40.76 RH    100.00 RH   
02/10/2024	19:32:59    28.05 °C	 27.45 °C	25.15 °C	 130.00 °C     49.40 RH      44.93 RH    40.76 RH    100.00 RH   
02/10/2024	19:33:04    28.03 °C	 27.46 °C	25.15 °C	 130.00 °C     49.34 RH      44.93 RH    40.76 RH    100.00 RH   
02/10/2024	19:33:09    28.03 °C	 27.46 °C	25.15 °C	 130.00 °C     49.38 RH      44.93 RH    40.76 RH    100.00 RH   
02/10/2024	19:33:14    28.03 °C	 27.46 °C	25.15 °C	 130.00 °C     49.39 RH      44.93 RH    40.76 RH    100.00 RH   
02/10/2024	19:33:19    28.04 °C	 27.46 °C	25.15 °C	 130.00 °C     49.41 RH      44.93 RH    40.76 RH    100.00 RH   
02/10/2024	19:33:24    28.04 °C	 27.46 °C	25.15 °C	 130.00 °C     49.38 RH      44.93 RH    40.76 RH    100.00 RH   
02/10/2024	19:33:29    28.03 °C	 27.46 °C	25.15 °C	 130.00 °C     49.37 RH      44.94 RH    40.76 RH    100.00 RH   
02/10/2024	19:33:34    28.05 °C	 27.46 °C	25.15 °C	 130.00 °C     49.41 RH      44.94 RH    40.76 RH    100.00 RH   
02/10/2024	19:33:39    28.04 °C	 27.46 °C	25.15 °C	 130.00 °C     49.42 RH      44.94 RH    40.76 RH    100.00 RH   
02/10/2024	19:33:44    28.05 °C	 27.46 °C	25.15 °C	 130.00 °C     49.49 RH      44.94 RH    40.76 RH    100.00 RH   
02/10/2024	19:33:49    28.05 °C	 27.46 °C	25.15 °C	 130.00 °C     49.44 RH      44.94 RH    40.76 RH    100.00 RH   
02/10/2024	19:33:54    28.03 °C	 27.46 °C	25.15 °C	 130.00 °C     49.48 RH      44.94 RH    40.76 RH    100.00 RH   
02/10/2024	19:33:59    28.04 °C	 27.46 °C	25.15 °C	 130.00 °C     49.47 RH      44.94 RH    40.76 RH    100.00 RH   
02/10/2024	19:34:04    28.03 °C	 27.46 °C	25.15 °C	 130.00 °C     49.47 RH      44.94 RH    40.76 RH    100.00 RH   
02/10/2024	19:34:09    28.04 °C	 27.46 °C	25.15 °C	 130.00 °C     49.46 RH      44.95 RH    40.76 RH    100.00 RH   
02/10/2024	19:34:14    28.04 °C	 27.46 °C	25.15 °C	 130.00 °C     49.47 RH      44.95 RH    40.76 RH    100.00 RH   
02/10/2024	19:34:19    28.03 °C	 27.46 °C	25.15 °C	 130.00 °C     49.51 RH      44.95 RH    40.76 RH    100.00 RH   
02/10/2024	19:34:24    28.05 °C	 27.46 °C	25.15 °C	 130.00 °C     49.50 RH      44.95 RH    40.76 RH    100.00 RH   
02/10/2024	19:34:29    28.05 °C	 27.46 °C	25.15 °C	 130.00 °C     49.49 RH      44.95 RH    40.76 RH    100.00 RH   
02/10/2024	19:34:34    28.07 °C	 27.46 °C	25.15 °C	 130.00 °C     49.55 RH      44.95 RH    40.76 RH    100.00 RH   
02/10/2024	19:34:39    28.03 °C	 27.46 °C	25.15 °C	 130.00 °C     49.48 RH      44.95 RH    40.76 RH    100.00 RH   
02/10/2024	19:34:44    28.03 °C	 27.46 °C	25.15 °C	 130.00 °C     49.51 RH      44.96 RH    40.76 RH    100.00 RH   
02/10/2024	19:34:49    28.05 °C	 27.46 °C	25.15 °C	 130.00 °C     49.46 RH      44.96 RH    40.76 RH    100.00 RH   
02/10/2024	19:34:55    28.03 °C	 27.46 °C	25.15 °C	 130.00 °C     49.48 RH      44.96 RH    40.76 RH    100.00 RH   
02/10/2024	19:35:00    28.05 °C	 27.46 °C	25.15 °C	 130.00 °C     49.51 RH      44.96 RH    40.76 RH    100.00 RH   
02/10/2024	19:35:05    28.04 °C	 27.46 °C	25.15 °C	 130.00 °C     49.51 RH      44.96 RH    40.76 RH    100.00 RH   
02/10/2024	19:35:10    28.05 °C	 27.46 °C	25.15 °C	 130.00 °C     49.54 RH      44.96 RH    40.76 RH    100.00 RH   
02/10/2024	19:35:15    28.05 °C	 27.46 °C	25.15 °C	 130.00 °C     49.54 RH      44.96 RH    40.76 RH    100.00 RH   
02/10/2024	19:35:20    28.04 °C	 27.46 °C	25.15 °C	 130.00 °C     49.55 RH      44.97 RH    40.76 RH    100.00 RH   
02/10/2024	19:35:25    28.04 °C	 27.46 °C	25.15 °C	 130.00 °C     49.61 RH      44.97 RH    40.76 RH    100.00 RH   
02/10/2024	19:35:30    28.04 °C	 27.46 °C	25.15 °C	 130.00 °C     49.61 RH      44.97 RH    40.76 RH    100.00 RH   
02/10/2024	19:35:35    28.03 °C	 27.46 °C	25.15 °C	 130.00 °C     49.62 RH      44.97 RH    40.76 RH    100.00 RH   
02/10/2024	19:35:40    28.04 °C	 27.46 °C	25.15 °C	 130.00 °C     49.58 RH      44.97 RH    40.76 RH    100.00 RH   
02/10/2024	19:35:45    28.03 °C	 27.46 °C	25.15 °C	 130.00 °C     49.60 RH      44.97 RH    40.76 RH    100.00 RH   
02/10/2024	19:35:50    28.05 °C	 27.46 °C	25.15 °C	 130.00 °C     49.64 RH      44.97 RH    40.76 RH    100.00 RH   
02/10/2024	19:35:55    28.04 °C	 27.46 °C	25.15 °C	 130.00 °C     49.60 RH      44.98 RH    40.76 RH    100.00 RH   
02/10/2024	19:36:00    28.04 °C	 27.46 °C	25.15 °C	 130.00 °C     49.58 RH      44.98 RH    40.76 RH    100.00 RH   
02/10/2024	19:36:05    28.04 °C	 27.46 °C	25.15 °C	 130.00 °C     49.59 RH      44.98 RH    40.76 RH    100.00 RH   
02/10/2024	19:36:10    28.03 °C	 27.46 °C	25.15 °C	 130.00 °C     49.56 RH      44.98 RH    40.76 RH    100.00 RH   
02/10/2024	19:36:15    28.03 °C	 27.46 °C	25.15 °C	 130.00 °C     49.53 RH      44.98 RH    40.76 RH    100.00 RH   
02/10/2024	19:36:20    28.04 °C	 27.46 °C	25.15 °C	 130.00 °C     49.61 RH      44.98 RH    40.76 RH    100.00 RH   
02/10/2024	19:36:25    28.04 °C	 27.46 °C	25.15 °C	 130.00 °C     49.54 RH      44.98 RH    40.76 RH    100.00 RH   
02/10/2024	19:36:30    28.04 °C	 27.46 °C	25.15 °C	 130.00 °C     49.54 RH      44.99 RH    40.76 RH    100.00 RH   
02/10/2024	19:36:35    28.04 °C	 27.46 °C	25.15 °C	 130.00 °C     49.54 RH      44.99 RH    40.76 RH    100.00 RH   
02/10/2024	19:36:40    28.05 °C	 27.46 °C	25.15 °C	 130.00 °C     49.51 RH      44.99 RH    40.76 RH    100.00 RH   
02/10/2024	19:36:45    28.04 °C	 27.46 °C	25.15 °C	 130.00 °C     49.58 RH      44.99 RH    40.76 RH    100.00 RH   
02/10/2024	19:36:50    28.03 °C	 27.46 °C	25.15 °C	 130.00 °C     49.62 RH      44.99 RH    40.76 RH    100.00 RH   
02/10/2024	19:36:55    28.07 °C	 27.46 °C	25.15 °C	 130.00 °C     49.69 RH      44.99 RH    40.76 RH    100.00 RH   
02/10/2024	19:37:00    28.03 °C	 27.46 °C	25.15 °C	 130.00 °C     49.72 RH      44.99 RH    40.76 RH    100.00 RH   
02/10/2024	19:37:05    28.05 °C	 27.46 °C	25.15 °C	 130.00 °C     49.76 RH      45.00 RH    40.76 RH    100.00 RH   
02/10/2024	19:37:10    28.03 °C	 27.46 °C	25.15 °C	 130.00 °C     49.77 RH      45.00 RH    40.76 RH    100.00 RH   
02/10/2024	19:37:15    28.04 °C	 27.46 °C	25.15 °C	 130.00 °C     49.81 RH      45.00 RH    40.76 RH    100.00 RH   
02/10/2024	19:37:20    28.04 °C	 27.46 °C	25.15 °C	 130.00 °C     49.83 RH      45.00 RH    40.76 RH    100.00 RH   
02/10/2024	19:37:25    28.04 °C	 27.46 °C	25.15 °C	 130.00 °C     49.87 RH      45.00 RH    40.76 RH    100.00 RH   
02/10/2024	19:37:30    28.04 °C	 27.46 °C	25.15 °C	 130.00 °C     49.86 RH      45.00 RH    40.76 RH    100.00 RH   
02/10/2024	19:37:35    28.04 °C	 27.46 °C	25.15 °C	 130.00 °C     49.79 RH      45.00 RH    40.76 RH    100.00 RH   
02/10/2024	19:37:40    28.04 °C	 27.46 °C	25.15 °C	 130.00 °C     49.78 RH      45.01 RH    40.76 RH    100.00 RH   
02/10/2024	19:37:45    28.03 °C	 27.46 °C	25.15 °C	 130.00 °C     49.75 RH      45.01 RH    40.76 RH    100.00 RH   
02/10/2024	19:37:50    28.04 °C	 27.47 °C	25.15 °C	 130.00 °C     49.74 RH      45.01 RH    40.76 RH    100.00 RH   
02/10/2024	19:37:55    28.04 °C	 27.47 °C	25.15 °C	 130.00 °C     49.76 RH      45.01 RH    40.76 RH    100.00 RH   
02/10/2024	19:38:00    28.05 °C	 27.47 °C	25.15 °C	 130.00 °C     49.74 RH      45.01 RH    40.76 RH    100.00 RH   
02/10/2024	19:38:05    28.04 °C	 27.47 °C	25.15 °C	 130.00 °C     49.73 RH      45.01 RH    40.76 RH    100.00 RH   
02/10/2024	19:38:10    28.04 °C	 27.47 °C	25.15 °C	 130.00 °C     49.69 RH      45.01 RH    40.76 RH    100.00 RH   
02/10/2024	19:38:15    28.03 °C	 27.47 °C	25.15 °C	 130.00 °C     49.70 RH      45.02 RH    40.76 RH    100.00 RH   
02/10/2024	19:38:20    28.05 °C	 27.47 °C	25.15 °C	 130.00 °C     49.72 RH      45.02 RH    40.76 RH    100.00 RH   
02/10/2024	19:38:25    28.03 °C	 27.47 °C	25.15 °C	 130.00 °C     49.72 RH      45.02 RH    40.76 RH    100.00 RH   
02/10/2024	19:38:30    28.05 °C	 27.47 °C	25.15 °C	 130.00 °C     49.74 RH      45.02 RH    40.76 RH    100.00 RH   
02/10/2024	19:38:35    28.01 °C	 27.47 °C	25.15 °C	 130.00 °C     49.70 RH      45.02 RH    40.76 RH    100.00 RH   
02/10/2024	19:38:40    28.04 °C	 27.47 °C	25.15 °C	 130.00 °C     49.74 RH      45.02 RH    40.76 RH    100.00 RH   
02/10/2024	19:38:45    28.04 °C	 27.47 °C	25.15 °C	 130.00 °C     49.73 RH      45.02 RH    40.76 RH    100.00 RH   
02/10/2024	19:38:50    28.05 °C	 27.47 °C	25.15 °C	 130.00 °C     49.76 RH      45.03 RH    40.76 RH    100.00 RH   
02/10/2024	19:38:55    28.04 °C	 27.47 °C	25.15 °C	 130.00 °C     49.78 RH      45.03 RH    40.76 RH    100.00 RH   
02/10/2024	19:39:00    28.04 °C	 27.47 °C	25.15 °C	 130.00 °C     49.74 RH      45.03 RH    40.76 RH    100.00 RH   
02/10/2024	19:39:05    28.03 °C	 27.47 °C	25.15 °C	 130.00 °C     49.78 RH      45.03 RH    40.76 RH    100.00 RH   
02/10/2024	19:39:10    28.05 °C	 27.47 °C	25.15 °C	 130.00 °C     49.76 RH      45.03 RH    40.76 RH    100.00 RH   
02/10/2024	19:39:15    28.04 °C	 27.47 °C	25.15 °C	 130.00 °C     49.74 RH      45.03 RH    40.76 RH    100.00 RH   
02/10/2024	19:39:20    28.04 °C	 27.47 °C	25.15 °C	 130.00 °C     49.81 RH      45.03 RH    40.76 RH    100.00 RH   
02/10/2024	19:39:25    28.04 °C	 27.47 °C	25.15 °C	 130.00 °C     49.88 RH      45.04 RH    40.76 RH    100.00 RH   
02/10/2024	19:39:30    28.03 °C	 27.47 °C	25.15 °C	 130.00 °C     49.96 RH      45.04 RH    40.76 RH    100.00 RH   
02/10/2024	19:39:35    28.03 °C	 27.47 °C	25.15 °C	 130.00 °C     50.10 RH      45.04 RH    40.76 RH    100.00 RH   
02/10/2024	19:39:40    28.04 °C	 27.47 °C	25.15 °C	 130.00 °C     50.07 RH      45.04 RH    40.76 RH    100.00 RH   
02/10/2024	19:39:45    28.03 °C	 27.47 °C	25.15 °C	 130.00 °C     50.05 RH      45.04 RH    40.76 RH    100.00 RH   
02/10/2024	19:39:50    28.04 °C	 27.47 °C	25.15 °C	 130.00 °C     49.99 RH      45.04 RH    40.76 RH    100.00 RH   
02/10/2024	19:39:55    28.04 °C	 27.47 °C	25.15 °C	 130.00 °C     49.90 RH      45.04 RH    40.76 RH    100.00 RH   
02/10/2024	19:40:00    28.04 °C	 27.47 °C	25.15 °C	 130.00 °C     49.86 RH      45.05 RH    40.76 RH    100.00 RH   
02/10/2024	19:40:05    28.04 °C	 27.47 °C	25.15 °C	 130.00 °C     49.88 RH      45.05 RH    40.76 RH    100.00 RH   
02/10/2024	19:40:10    28.04 °C	 27.47 °C	25.15 °C	 130.00 °C     49.86 RH      45.05 RH    40.76 RH    100.00 RH   
02/10/2024	19:40:15    28.03 °C	 27.47 °C	25.15 °C	 130.00 °C     49.81 RH      45.05 RH    40.76 RH    100.00 RH   
02/10/2024	19:40:20    28.04 °C	 27.47 °C	25.15 °C	 130.00 °C     49.81 RH      45.05 RH    40.76 RH    100.00 RH   
02/10/2024	19:40:25    28.04 °C	 27.47 °C	25.15 °C	 130.00 °C     49.82 RH      45.05 RH    40.76 RH    100.00 RH   
02/10/2024	19:40:30    28.03 °C	 27.47 °C	25.15 °C	 130.00 °C     49.79 RH      45.05 RH    40.76 RH    100.00 RH   
02/10/2024	19:40:35    28.05 °C	 27.47 °C	25.15 °C	 130.00 °C     49.86 RH      45.06 RH    40.76 RH    100.00 RH   
02/10/2024	19:40:40    28.05 °C	 27.47 °C	25.15 °C	 130.00 °C     49.84 RH      45.06 RH    40.76 RH    100.00 RH   
02/10/2024	19:40:45    28.04 °C	 27.47 °C	25.15 °C	 130.00 °C     49.86 RH      45.06 RH    40.76 RH    100.00 RH   
02/10/2024	19:40:50    28.04 °C	 27.47 °C	25.15 °C	 130.00 °C     49.86 RH      45.06 RH    40.76 RH    100.00 RH   
02/10/2024	19:40:55    28.05 °C	 27.47 °C	25.15 °C	 130.00 °C     49.86 RH      45.06 RH    40.76 RH    100.00 RH   
02/10/2024	19:41:00    28.03 °C	 27.47 °C	25.15 °C	 130.00 °C     49.86 RH      45.06 RH    40.76 RH    100.00 RH   
02/10/2024	19:41:06    28.03 °C	 27.47 °C	25.15 °C	 130.00 °C     49.85 RH      45.06 RH    40.76 RH    100.00 RH   
